,athlete_id,name,born_date,died_date,born_city,born_country,born_region,height_cm,weight_kg,NOC
133983,136990,Leona Popović,1997-11-13,,Rijeka,(CRO),Primorsko-goranska županija,171.0,70.0,(CRO)
133984,136991,Ida Štimac,2000-05-13,,Rijeka,(CRO),Primorsko-goranska županija,,,(CRO)
133985,136993,Elias Kolega,1996-05-23,,,,,188.0,84.0,(GER)
133986,136994,Samuel Kolega,1999-01-15,,Ulm,(GER),Baden-Württemberg,186.0,80.0,(GER)
133987,136995,Istok Rodeš,1996-01-27,,Varaždin,(CRO),Varaždinska županija,184.0,88.0,(CRO)
133988,136996,Benedikt Nikpalj,1993-09-06,,Zadar,(CRO),Zadarska županija,181.0,102.0,(CRO)
133989,136997,Dražen Silić,1985-05-25,,Pula,(CRO),Istarska županija,185.0,97.0,(CRO)
133990,136998,Antonio Zelić,1994-06-05,,Knin,(CRO),Šibensko-kninska županija,191.0,86.0,(CRO)
133991,136999,Gabrijela Skender,1999-10-07,,Rijeka,(CRO),Primorsko-goranska županija,167.0,63.0,(CRO)
133992,137000,Krešimir Crnković,1995-01-04,,Rijeka,(CRO),Primorsko-goranska županija,182.0,70.0,(CRO)
133993,137001,Daria Obratov,1989-12-12,,Split,(CRO),Splitsko-dalmatinska županija,176.0,78.0,(CRO)
133994,137002,Dinos Lefkaritis,1995-03-30,,Larnaka,(CYP),Larnaka,183.0,80.0,(CYP)
133995,137003,Gabriela Capová,1993-10-08,,Ostrava,(CZE),Moravskoslezský kraj,170.0,78.0,(CZE)
133996,137004,Ondřej Berndt,1988-09-29,,Jablonec nad Nisou,(CZE),Liberecký kraj,176.0,86.0,(CZE)
133997,137005,Filip Forejtek,1997-11-03,,Plzeň,(CZE),Plzeňský kraj,193.0,93.0,(CZE)
133998,137006,Adam Kotzmann,1993-04-08,,Šumperk,(CZE),Olomoucký kraj,,,(CZE)
133999,137007,Jan Zabystřan,1998-01-26,,Chomutov,(CZE),Ústecký kraj,191.0,85.0,(CZE)
134000,137008,Markéta Davidová,1997-01-03,,Jablonec nad Nisou,(CZE),Liberecký kraj,,,(CZE)
134001,137009,Jessica Jislová,1994-07-28,,Jablonec nad Nisou,(CZE),Liberecký kraj,,,(CZE)
134002,137011,Adam Václavík,1994-02-18,,Jilemnice,(CZE),Liberecký kraj,,,(CZE)
134003,137012,David Egydy,1983-02-16,,Ústí nad Orlicí,(CZE),Pardubický kraj,187.0,100.0,(CZE)
134004,137013,Jakub Havlín,1979-03-23,,,,,197.0,112.0,(CZE)
134005,137014,Jaroslav Kopřiva,1990-10-23,,Mladá Boleslav,(CZE),Středočeský kraj,185.0,100.0,(CZE)
134006,137015,Jakub Nosek,1989-10-30,,Ústí nad Labem,(CZE),Ústecký kraj,188.0,99.0,(CZE)
134007,137016,"Jan ""Honza"" Šindelář",1993-11-03,,Nymburk,(CZE),Středočeský kraj,185.0,97.0,(CZE)
134008,137017,Kateřina Beroušková (-Razýmová),1991-09-10,,Postřekov,(CZE),Plzeňský kraj,165.0,58.0,(CZE)
134009,137018,Barbora Havlíčková,2000-05-12,,Vimperk,(CZE),Jihočeský kraj,162.0,52.0,(CZE)
134010,137019,Petra Hynčicová,1994-05-01,,Liberec,(CZE),Liberecký kraj,165.0,60.0,(CZE)
134011,137020,Petr Knop,1994-05-12,,Jablonec nad Nisou,(CZE),Liberecký kraj,180.0,75.0,(CZE)
134012,137021,Michal Novák,1996-10-26,,Karlovy Vary,(CZE),Karlovarský kraj,179.0,74.0,(CZE)
134013,137022,Miroslav Rypl,1992-03-17,,Vimperk,(CZE),Jihočeský kraj,184.0,75.0,(CZE)
134014,137023,Anna Dušková,1999-12-30,,Nymburk,(CZE),Středočeský kraj,158.0,46.0,(CZE)
134015,137024,Cortney Mansourová,1994-12-15,,Regina,(CAN),Saskatchewan,155.0,41.0,(CAN)
134016,137025,Martin Bidař,1999-02-24,,České Budějovice,(CZE),Jihočeský kraj,180.0,78.0,(CZE)
134017,137026,Michal Češka,1992-09-02,,Děčín,(CZE),Ústecký kraj,178.0,72.0,(CZE)
134018,137028,Michal Birner,1986-03-02,,Litoměřice,(CZE),Ústecký kraj,183.0,83.0,(CZE)
134019,137029,Pavel Francouz,1990-06-03,,Plzeň,(CZE),Plzeňský kraj,183.0,81.0,(CZE)
134020,137032,"Roman Horák, Jr.",1991-05-21,,České Budějovice,(CZE),Jihočeský kraj,183.0,77.0,(CZE)
134021,137033,Michal Jordán,1990-07-17,,Zlín,(CZE),Zlínský kraj,185.0,90.0,(CZE)
134022,137034,Jan Kolář,1986-11-22,,Pardubice,(CZE),Pardubický kraj,191.0,95.0,(CZE)
134023,137035,Petr Koukal,1982-08-16,,Žďár nad Sázavou,(CZE),Vysočina,178.0,87.0,(CZE)
134024,137036,Jan Kovář,1990-03-20,,Písek,(CZE),Jihočeský kraj,180.0,98.0,(CZE)
134025,137037,Dominik Kubalík,1995-08-21,,Plzeň,(CZE),Plzeňský kraj,185.0,81.0,(CZE)
134026,137038,Tomáš Kundrátek,1989-12-26,,Přerov,(CZE),Olomoucký kraj,188.0,91.0,(CZE)
134027,137039,Tomáš Mertl,1986-03-11,,České Budějovice,(CZE),Jihočeský kraj,175.0,82.0,(CZE)
134028,137040,Vojtěch Mozík,1992-12-26,,,,,188.0,89.0,(CZE)
134029,137041,Jakub Nakládal,1987-12-30,,Hradec Králové,(CZE),Královéhradecký kraj,188.0,96.0,(CZE)
134030,137042,Ondřej Němec,1984-04-18,,Třebíč,(CZE),Vysočina,183.0,92.0,(CZE)
134031,137043,Adam Polášek,1991-07-12,,Ostrava,(CZE),Moravskoslezský kraj,191.0,91.0,(CZE)
134032,137044,Lukáš Radil,1990-08-05,,Čáslav,(CZE),Středočeský kraj,191.0,91.0,(CZE)
134033,137045,Michal Řepík,1988-12-31,,Vlašim,(CZE),Středočeský kraj,178.0,87.0,(CZE)
134034,137046,Jiří Sekáč,1992-06-10,,Kladno,(CZE),Středočeský kraj,185.0,84.0,(CZE)
134035,137047,Ondřej Vitásek,1990-09-04,,Prostějov,(CZE),Olomoucký kraj,193.0,97.0,(CZE)
134036,137048,Michal Vondrka,1982-05-17,,České Budějovice,(CZE),Jihočeský kraj,185.0,90.0,(CZE)
134037,137049,Tomáš Zohorna,1988-01-03,,Chotěboř,(CZE),Vysočina,183.0,89.0,(CZE)
134038,137050,Tereza Nosková,1997-04-03,,Jablonec nad Nisou,(CZE),Liberecký kraj,163.0,57.0,(CZE)
134039,137051,Jaromír Kudera,1990-08-04,,Jablonec nad Nisou,(CZE),Liberecký kraj,169.0,69.0,(CZE)
134040,137052,Lukáš Daněk,1997-09-19,,Harrachov,(CZE),Liberecký kraj,191.0,75.0,(CZE)
134041,137053,Ondřej Pažout,1998-07-01,,Turnov,(CZE),Liberecký kraj,180.0,70.0,(CZE)
134042,137054,Čestmír Kožíšek,1991-11-09,,Jilemnice,(CZE),Liberecký kraj,186.0,70.0,(CZE)
134043,137055,Viktor Polášek,1997-07-18,,Nové Město na Moravě,(CZE),Vysočina,175.0,59.0,(CZE)
134044,137056,Vojtěch Štursa,1995-08-03,,Březiny,(CZE),Pardubický kraj,177.0,60.0,(CZE)
134045,137057,Vendula Hopjáková,1996-06-10,,Olomouc,(CZE),Olomoucký kraj,175.0,75.0,(CZE)
134046,137059,Petr Horák,1991-09-07,,Kladno,(CZE),Středočeský kraj,170.0,70.0,(CZE)
134047,137060,Jan Kubičík,1996-01-19,,Brno,(CZE),Jihomoravský kraj,170.0,83.0,(CZE)
134048,137061,Nikola Zdráhalová,1996-04-01,,Dvůr Králové nad Labem,(CZE),Královéhradecký kraj,171.0,61.0,(CZE)
134049,137062,Michaela Sejpalová (-Hruzová),1998-02-06,,,,,167.0,56.0,(CZE)
134050,137063,Casper Dyrbye Næsted,1996-06-19,,Vallensbæk,(DEN),Hovedstaden,187.0,87.0,(DEN)
134051,137064,Mathilde Emma Halse,1999-05-02,,Nuuk,(GRL),Sermersooq,170.0,,(GRL)
134052,137065,Julie Dall Høgh,1999-08-30,,Hvidovre,(DEN),Hovedstaden,175.0,,(DEN)
134053,137066,Lina Almind Knudsen,1985-12-17,,,,,168.0,,(DEN)
134054,137067,Oliver Dupont,1990-01-16,,Frederiksberg,(DEN),Hovedstaden,175.0,,(DEN)
134055,137069,Laila Friis-Salling,1985-04-11,,,,,172.0,65.0,(GRL)
134056,137070,Elena Møller Rigas,1996-01-29,,Albertslund,(DEN),Hovedstaden,170.0,61.0,(DEN)
134057,137071,Stefan Due Schmidt,1994-08-28,,,,,184.0,77.0,(DEN)
134058,137072,Viktor Hald Thorup,1994-08-14,,Slagelse,(DEN),Sjælland,190.0,80.0,(DEN)
134059,137073,Klaus Jungbluth Rodríguez,1979-07-10,,Guayaquil,(ECU),Guayas,170.0,66.0,(ECU)
134060,137074,Shannon-Ogbani Abeda,1996-05-15,,Fort McMurray,(CAN),Alberta,173.0,72.0,(CAN)
134061,137075,Juan Del Campo Hernández,1994-06-28,,Bilbao,(ESP),Vizcaya,180.0,80.0,(ESP)
134062,137076,Marti Vigo Del Arco,1997-12-22,,Sesué,(ESP),Huesca,176.0,68.0,(ESP)
134063,137077,Kirill Leonidovich Khaliavin Toporov,1990-11-21,,Kirov,(RUS),Kirov,177.0,68.0,(RUS)
134064,137078,Andrés Felipe Montoya Pulgarin,1990-08-30,,Pereira,(COL),Risaralda,168.0,66.0,(COL)
134065,137079,Anna Lotta Jõgeva,1999-07-04,,Tallinn,(EST),Harjumaa,,,(EST)
134066,137080,Tormis Laine,2000-08-06,,Tallinn,(EST),Harjumaa,182.0,74.0,(EST)
134067,137082,Rene Zahkna,1994-10-02,,Võru,(EST),Võrumaa,,,(EST)
134068,137085,Marko Kilp,1993-11-01,,Tallinn,(EST),Harjumaa,181.0,78.0,(EST)
134069,137087,Andreas Veerpalu,1994-05-24,,Otepää,(EST),Valgamaa,175.0,68.0,(EST)
134070,137088,Artti Aigro,1999-08-29,,Otepää,(EST),Valgamaa,168.0,50.0,(EST)
134071,137089,Kevin Maltsev,2000-07-04,,Elva,(EST),Tartumaa,175.0,60.0,(EST)
134072,137090,Martti Nomme,1993-08-07,,Võru,(EST),Võrumaa,180.0,62.0,(EST)
134073,137091,Saskia Alusalu,1994-04-14,,Jõgeva,(EST),Jõgevamaa,175.0,64.0,(EST)
134074,137092,Marten Liiv,1996-12-23,,Jõgeva,(EST),Jõgevamaa,180.0,75.0,(EST)
134075,137093,Venla Lehtonen,1995-03-10,,Imatra,(FIN),Etelä-Karjala,167.0,53.0,(FIN)
134076,137094,Suvi Minkkinen,1994-12-08,,Joutsa,(FIN),Keski-Suomi,176.0,65.0,(FIN)
134077,137095,Laura Maria Toivanen (-Schneider),1988-07-21,,Polvijärvi,(FIN),Pohjois-Karjala,176.0,62.0,(FIN)
134078,137096,Tuomas Grönman,1991-09-19,,Kouvola,(FIN),Kymenlaakso,182.0,70.0,(FIN)
134079,137097,Olli Abraham Hiidensalo,1991-02-02,,,,,184.0,82.0,(FIN)
134080,137098,Tero Seppälä,1996-01-25,,Järvenpää,(FIN),Uusimaa,180.0,67.0,(FIN)
134081,137099,Johanna Katariina Matintalo,1996-12-11,,,,,177.0,62.0,(FIN)
134082,137100,Laura Katariina Mononen (Ahervo-),1984-10-05,,Lohja,(FIN),Uusimaa,167.0,53.0,(FIN)
134083,137102,Ristomatti Juhani Hakola,1991-04-15,,Kankaanpää,(FIN),Satakunta,182.0,79.0,(FIN)
134084,137103,Perttu Hyvärinen,1991-06-05,,Kuopio,(FIN),Pohjois-Savo,189.0,81.0,(FIN)
134085,137106,Lauri Vuorinen,1995-01-01,,,,,172.0,72.0,(FIN)
134086,137107,Oona Kauste,1988-01-04,,Espoo,(FIN),Uusimaa,172.0,65.0,(FIN)
134087,137108,Tomi Rantamäki,1968-09-18,,Ähtäri,(FIN),Etelä-Pohjanmaa,180.0,74.0,(FIN)
134088,137110,Joona Kangas,1997-04-28,,Jämsä,(FIN),Keski-Suomi,181.0,73.0,(FIN)
134089,137111,Emmi Peltonen,1999-11-29,,Nashville,(USA),Tennessee,162.0,,(USA)
134090,137112,Sanni Hakala,1997-10-31,,Jyväskylä,(FIN),Keski-Suomi,155.0,53.0,(FIN)
134091,137113,Petra Nieminen,1999-05-04,,Tampere,(FIN),Pirkanmaa,168.0,62.0,(FIN)
134092,137114,Tanja Niskanen,1992-09-11,,Juankoski,(FIN),Pohjois-Savo,176.0,69.0,(FIN)
134093,137115,Isa Katariina Rahunen,1993-04-16,,Kuopio,(FIN),Pohjois-Savo,165.0,65.0,(FIN)
134094,137118,Saila Saari,1989-11-01,,Alavus,(FIN),Etelä-Pohjanmaa,170.0,60.0,(FIN)
134095,137119,Sara Säkkinen,1998-04-07,,Tampere,(FIN),Pirkanmaa,162.0,61.0,(FIN)
134096,137120,Ronja Savolainen,1997-11-29,,Helsinki,(FIN),Uusimaa,175.0,72.0,(FIN)
134097,137121,Noora Tulus,1995-08-15,,Vantaa,(FIN),Uusimaa,165.0,68.0,(FIN)
134098,137123,Ella Viitasuo,1996-05-27,,Lahti,(FIN),Päijät-Häme,173.0,69.0,(FIN)
134099,137124,Marko Anttila,1985-05-27,,Lempäälä,(FIN),Pirkanmaa,203.0,104.0,(FIN)
134100,137125,Jonas Enlund,1987-11-03,,Helsinki,(FIN),Uusimaa,183.0,85.0,(FIN)
134101,137126,Teemu Hartikainen,1990-05-03,,Kuopio,(FIN),Pohjois-Savo,185.0,100.0,(FIN)
134102,137127,Miro Heiskanen,1999-07-18,,Espoo,(FIN),Uusimaa,184.0,79.0,(FIN)
134103,137128,Julius Aleksanteri Junttila,1991-08-15,,Oulu,(FIN),Pohjois-Pohjanmaa,178.0,81.0,(FIN)
134104,137129,Joonas Kemppainen,1988-04-07,,Kajaani,(FIN),Kainuu,186.0,100.0,(FIN)
134105,137130,Tommi Kivistö,1991-06-07,,Vantaa,(FIN),Uusimaa,185.0,91.0,(FIN)
134106,137131,Miika Koivisto,1990-07-20,,Vaasa,(FIN),Pohjanmaa,183.0,85.0,(FIN)
134107,137132,Mikko Koskinen,1988-07-18,,Vantaa,(FIN),Uusimaa,198.0,93.0,(FIN)
134108,137133,Jarno Koskiranta,1986-12-09,,Paimio,(FIN),Varsinais-Suomi,191.0,88.0,(FIN)
134109,137134,Jani Anssi Tapio Lajunen,1990-06-16,,Espoo,(FIN),Uusimaa,189.0,97.0,(FIN)
134110,137135,Mikko Kasper Lehtonen,1994-01-16,,Turku,(FIN),Varsinais-Suomi,183.0,88.0,(FIN)
134111,137136,Sakari Manninen,1992-02-10,,Oulu,(FIN),Pohjois-Pohjanmaa,170.0,71.0,(FIN)
134112,137138,Atte Petteri Ohtamaa,1987-11-06,,Nivala,(FIN),Pohjois-Pohjanmaa,188.0,92.0,(FIN)
134113,137139,Oskar Alexander Osala,1987-12-26,,Vaasa,(FIN),Pohjanmaa,193.0,110.0,(FIN)
134114,137140,Jukka Peltola,1987-08-26,,Tampere,(FIN),Pirkanmaa,183.0,84.0,(FIN)
134115,137141,Mika Tuomas Pyörälä,1981-07-13,,Oulu,(FIN),Pohjois-Pohjanmaa,183.0,81.0,(FIN)
134116,137143,Veli-Matti Savinainen,1986-01-05,,Espoo,(FIN),Uusimaa,180.0,82.0,(FIN)
134117,137144,Eeli Tolvanen,1999-04-22,,Vihti,(FIN),Uusimaa,178.0,82.0,(FIN)
134118,137145,Eero Hirvonen,1996-01-30,,Laukaa,(FIN),Keski-Suomi,181.0,65.0,(FIN)
134119,137146,Arttu Mäkiaho,1997-09-16,,Kajaani,(FIN),Kainuu,183.0,71.0,(FIN)
134120,137148,Leevi Mutru,1995-05-16,,Asikkala,(FIN),Päijät-Häme,188.0,71.0,(FIN)
134121,137149,Antti Aalto,1995-04-02,,Kitee,(FIN),Pohjois-Karjala,184.0,65.0,(FIN)
134122,137151,Andreas Alamommo,1998-12-23,,Rovaniemi,(FIN),Lappi,180.0,62.0,(FIN)
134123,137152,Eetu Nousiainen,1997-04-29,,Kuopio,(FIN),Pohjois-Savo,186.0,62.0,(FIN)
134124,137153,Kalle Järvilehto,1995-07-21,,Kirkkonummi,(FIN),Uusimaa,181.0,75.0,(FIN)
134125,137154,Rene Rinnekangas,1999-09-25,,Iisalmi,(FIN),Pohjois-Savo,169.0,59.0,(FIN)
134126,137155,Elina Anne Maria Risku,1992-03-07,,Seinäjoki,(FIN),Etelä-Pohjanmaa,170.0,65.0,(FIN)
134127,137156,Laura Gauché,1995-03-04,,Moûtiers,(FRA),Savoie,163.0,56.0,(FRA)
134128,137157,Tiffany Armelle Emma Marie Gauthier,1993-12-02,,Saint-Étienne,(FRA),Loire,156.0,69.0,(FRA)
134129,137158,Romane Karin Miradoli,1994-03-10,,Bonneville,(FRA),Haute-Savoie,171.0,64.0,(FRA)
134130,137159,Jennifer Piot,1992-03-24,,La Tronche,(FRA),Isère,158.0,57.0,(FRA)
134131,137160,Blaise Giezendanner,1991-11-29,,Chamonix-Mont-Blanc,(FRA),Haute-Savoie,181.0,86.0,(FRA)
134132,137161,Victor Rémi Muffat-Jeandet,1989-03-05,,Aix-les-Bains,(FRA),Savoie,179.0,79.0,(FRA)
134133,137162,Maxence Muzaton,1990-06-26,,Épernay,(FRA),Marne,179.0,81.0,(FRA)
134134,137163,Clément Noël,1997-05-03,,Remiremont,(FRA),Vosges,191.0,83.0,(FRA)
134135,137164,Brice Roger,1990-08-09,,Bourg-Saint-Maurice,(FRA),Savoie,181.0,90.0,(FRA)
134136,137165,Justine Michèle Hélène Braisaz-Bouchet,1996-07-04,,Albertville,(FRA),Savoie,160.0,60.0,(FRA)
134137,137167,Quentin Fillon Maillet,1992-08-16,,Champagnole,(FRA),Jura,,,(FRA)
134138,137168,Antonin Guigonnat,1991-07-02,,Ambilly,(FRA),Haute-Savoie,178.0,72.0,(FRA)
134139,137169,Émilien Jacquelin,1995-07-11,,Grenoble,(FRA),Isère,,,(FRA)
134140,137170,Vincent Castell,1992-01-02,,Ferkessédougou,(CIV),Savanes,186.0,102.0,(CIV)
134141,137171,Dorian Hauterville,1990-04-27,,Lyon,(FRA),Rhône,180.0,98.0,(FRA)
134142,137173,Delphine Claudel,1996-03-23,,Remiremont,(FRA),Vosges,168.0,58.0,(FRA)
134143,137174,Lucas Chanavat,1994-12-17,,Le Grand-Bornand,(FRA),Haute-Savoie,184.0,82.0,(FRA)
134144,137175,Richard Thibault Jouve,1994-10-25,,Briançon,(FRA),Hautes-Alpes,175.0,80.0,(FRA)
134145,137176,Jules Lapierre,1996-01-02,,Grenoble,(FRA),Isère,169.0,63.0,(FRA)
134146,137177,Clément Guy Yves Parisse,1993-07-06,,,,,178.0,67.0,(FRA)
134147,137179,Lou Barin,1999-01-26,,Grenoble,(FRA),Isère,162.0,48.0,(FRA)
134148,137180,Camille Cabrol,1997-12-25,,Sallanches,(FRA),Haute-Savoie,163.0,60.0,(FRA)
134149,137181,Tess Ledeux,2001-11-23,,Bourg-Saint-Maurice,(FRA),Savoie,158.0,,(FRA)
134150,137182,"Benoit ""Ben"" Buratti",1997-11-10,,Cluses,(FRA),Haute-Savoie,170.0,,(FRA)
134151,137183,François Place,1989-07-02,,Albertville,(FRA),Savoie,185.0,90.0,(FRA)
134152,137184,Térence Tchiknavorian,1992-04-22,,Avignon,(FRA),Vaucluse,181.0,82.0,(FRA)
134153,137186,Sacha Theocharis,1990-11-19,,Bron,(FRA),Rhône,176.0,77.0,(FRA)
134154,137187,Marie-Jade Lauriault,1996-11-10,,Laval,(CAN),Québec,151.0,44.0,(CAN)
134155,137188,Gabriella Marie-Hélène Papadakis,1995-05-10,,Clermont-Ferrand,(FRA),Puy-de-Dôme,166.0,66.0,(FRA)
134156,137189,Chafik Besseghier,1989-10-11,,Grenoble,(FRA),Isère,171.0,62.0,(FRA)
134157,137190,Guillaume Cizeron,1994-11-12,,Montbrison,(FRA),Loire,186.0,82.0,(FRA)
134158,137191,Romain Le Gac,1995-05-31,,Nogent-sur-Marne,(FRA),Val-de-Marne,178.0,70.0,(FRA)
134159,137192,Antoine Gérard,1995-06-15,,Remiremont,(FRA),Vosges,171.0,63.0,(FRA)
134160,137194,Lucile Morat,2001-06-15,,Courchevel,(FRA),Savoie,166.0,53.0,(FRA)
134161,137195,Jonathan Learoyd,2000-11-03,,Albertville,(FRA),Savoie,188.0,69.0,(FRA)
134162,137196,Lucile Lefèvre,1995-11-10,,Briançon,(FRA),Hautes-Alpes,163.0,65.0,(FRA)
134163,137197,Julia Pereira de Sousa Mabileau,2001-09-20,,Quincy-sous-Sénart,(FRA),Essonne,174.0,60.0,(FRA)
134164,137198,Loan Bozzolo,1999-05-04,,Sallanches,(FRA),Haute-Savoie,177.0,85.0,(FRA)
134165,137199,Merlin Surget,1999-12-03,,Sallanches,(FRA),Haute-Savoie,178.0,73.0,(FRA)
134166,137200,Ken Vuagnoux,1995-07-25,,Nice,(FRA),Alpes-Maritimes,172.0,88.0,(FRA)
134167,137201,Tifany Huot-Marchand,1994-05-10,,Besançon,(FRA),Doubs,163.0,51.0,(FRA)
134168,137202,"Charlotte Mary ""Charlie"" Guest",1993-12-30,,Perth,(GBR),Scotland,176.0,,(GBR)
134169,137203,"Alexandra ""Alex"" Tilley",1993-10-05,,Torphins,(GBR),Scotland,163.0,,(GBR)
134170,137204,Laurie Taylor,1996-02-10,,Portsmouth,(GBR),England,180.0,,(GBR)
134171,137205,Mica Jayne McNeill,1993-09-25,,Consett,(GBR),England,165.0,71.0,(GBR)
134172,137206,Mica Lolita Moore,1992-11-23,,Cardiff,(GBR),Wales,163.0,67.0,(GBR)
134173,137207,"Gregory George ""Greg"" Cackett",1989-11-14,,Redhill,(GBR),England,182.0,87.0,(GBR)
134174,137208,"Nicholas ""Nick"" Gleeson",1996-10-18,,Epsom,(GBR),England,193.0,106.0,(GBR)
134175,137209,"Bradley Curtis ""Brad"" Hall",1990-11-16,,Cardiff,(GBR),Wales,188.0,102.0,(GBR)
134176,137210,"Oluwatobiloba Oladapo I. A. Olusegun ""Toby"" Olubi",1987-09-24,,Camberwell,(GBR),England,195.0,110.0,(GBR)
134177,137211,Annika Taylor,1993-06-04,,Truckee,(USA),California,169.0,61.0,(USA)
134178,137213,Thomas Brandon Muirhead,1995-04-11,,Perth,(GBR),Scotland,192.0,87.0,(GBR)
134179,137214,"Cameron ""Cammy"" Smith",1993-12-11,,Perth,(GBR),Scotland,178.0,93.0,(GBR)
134180,137215,Kyle Smith,1992-07-09,,Perth,(GBR),Scotland,187.0,,(GBR)
134181,137216,Kyle Waddell,1993-12-15,,Bellshill,(GBR),Scotland,178.0,86.0,(GBR)
134182,137217,"Isabel ""Izzy"" Atkin",1998-06-21,,Boston,(USA),Massachusetts,171.0,66.0,(USA)
134183,137218,Rowan Alexandra Cheshire,1995-09-01,,Alsager,(GBR),England,168.0,68.0,(GBR)
134184,137219,Emily Sarsfield,1983-06-30,,Durham,(GBR),England,164.0,69.0,(GBR)
134185,137220,Molly Ann Summerhayes,1997-06-07,,Southampton,(GBR),England,180.0,71.0,(GBR)
134186,137221,Alexander Glavatsky-Yeadon,1994-02-24,,Hong Kong,(HKG),Hong Kong,189.0,,(HKG)
134187,137222,Tyler Jay Harding,1996-10-18,,Halifax,(GBR),England,170.0,66.0,(GBR)
134188,137223,"Peter ""Pete"" Speight",1992-12-26,,Sheffield,(GBR),England,188.0,,(GBR)
134189,137224,Lloyd Ellison Wallace,1995-02-13,,Southampton,(GBR),England,179.0,,(GBR)
134190,137225,Rupert Staudinger,1997-07-15,,Berchtesgaden,(GER),Bayern,188.0,80.0,(GER)
134191,137226,Laura Isabelle Deas,1988-08-19,,Wrexham,(GBR),Wales,168.0,70.0,(GBR)
134192,137227,"Jeremy William A. ""Jerry"" Rice",1990-10-03,,High Wycombe,(GBR),England,179.0,90.0,(GBR)
134193,137229,Rowan Arkas Coultas,1997-06-21,,Bedford,(GBR),England,175.0,75.0,(GBR)
134194,137230,Kathryn Thomson,1996-01-26,,Irvine,(GBR),Scotland,153.0,54.0,(GBR)
134195,137231,"Joshua Luke ""Josh"" Cheetham",1992-10-26,,Nottingham,(GBR),England,170.0,64.0,(GBR)
134196,137232,Farrell John Treacy,1995-04-29,,Solihull,(GBR),England,186.0,81.0,(GBR)
134197,137233,Morisi Kvitelashvili,1995-03-17,,,,,180.0,,(RUS)
134198,137234,"Giorgi ""Gio"" Sogoiani",1997-07-07,,Bakuriani,(GEO),Samtskhe-Javakheti,180.0,75.0,(GEO)
134199,137235,Lena Dürr,1991-08-04,,,,,174.0,65.0,(GER)
134200,137237,Marina Wallner,1994-11-07,,Traunstein,(GER),Bayern,170.0,75.0,(GER)
134201,137238,Kira Marie Weidle,1996-02-24,,Stuttgart,(GER),Baden-Württemberg,172.0,68.0,(GER)
134202,137240,Thomas Albert Gerhard Dreßen,1993-11-22,,Garmisch-Partenkirchen,(GER),Bayern,188.0,90.0,(GER)
134203,137241,Josef Johannes Ferstl,1988-12-29,,Traunstein,(GER),Bayern,180.0,90.0,(GER)
134204,137242,Andreas Sander,1989-06-13,,Schwelm,(GER),Nordrhein-Westfalen,178.0,91.0,(GER)
134205,137243,"Alexander ""Alex"" Schmid",1994-06-09,,Oberstdorf,(GER),Bayern,178.0,70.0,(GER)
134206,137245,Linus Straßer,1992-11-06,,,,,183.0,75.0,(GER)
134207,137246,Maren Hammerschmidt,1989-10-24,,,,,,,(GER)
134208,137247,Vanessa Hinz,1992-03-24,,,,,176.0,61.0,(GER)
134209,137248,Benedikt Doll,1990-03-24,,Titisee-Neustadt,(GER),Baden-Württemberg,175.0,63.0,(GER)
134210,137249,Johannes Kühn,1991-11-19,,Passau,(GER),Bayern,187.0,80.0,(GER)
134211,137251,Lisa-Marie Buckwitz,1994-12-02,,Berlin,(GER),Berlin,177.0,76.0,(GER)
134212,137252,Annika Drazek,1995-04-11,,Gladbeck,(GER),Nordrhein-Westfalen,176.0,77.0,(GER)
134213,137253,Mariama Jamanka,1990-08-23,,West-Berlin,(GER),Berlin,169.0,75.0,(GER)
134214,137254,Anna Köhler,1993-08-05,,Lindenfels,(GER),Hessen,177.0,76.0,(GER)
134215,137255,Erline Nolte,1989-05-19,,Dortmund,(GER),Nordrhein-Westfalen,176.0,76.0,(GER)
134216,137258,"Arndt ""Candy"" Bauer",1986-07-31,,Zschopau,(GER),Sachsen,188.0,108.0,(GER)
134217,137259,Eric Franke,1989-08-16,,Berlin,(GER),Berlin,192.0,95.0,(GER)
134218,137260,Martin Grothkopp,1986-06-21,,Dresden,(GER),Sachsen,191.0,103.0,(GER)
134219,137262,Johannes Lochner,1990-10-15,,Berchtesgaden,(GER),Bayern,190.0,100.0,(GER)
134220,137263,Christian Rasp,1989-09-29,,Ochsenfurt,(GER),Bayern,182.0,98.0,(GER)
134221,137264,Nico Walther,1990-06-07,,Freital,(GER),Sachsen,188.0,98.0,(GER)
134222,137265,Christopher Weber,1991-10-05,,Dortmund,(GER),Nordrhein-Westfalen,186.0,93.0,(GER)
134223,137266,Victoria Carl,1995-07-31,,Zella-Mehlis,(GER),Thüringen,178.0,67.0,(GER)
134224,137268,Katharina Hennig,1996-06-14,,Annaberg-Buchholz,(GER),Sachsen,163.0,60.0,(GER)
134225,137269,Sandra Ringwald,1990-09-27,,Villingen-Schwenningen,(GER),Baden-Württemberg,160.0,53.0,(GER)
134226,137270,Elisabeth Schicho,1991-05-10,,Tegernsee,(GER),Bayern,175.0,62.0,(GER)
134227,137272,Lucas Bögl,1990-06-14,,,,,172.0,69.0,(GER)
134228,137273,Jonas Dobler,1991-05-04,,Tegernsee,(GER),Bayern,179.0,75.0,(GER)
134229,137274,Andreas Katz,1988-01-08,,Freudenstadt,(GER),Baden-Württemberg,182.0,78.0,(GER)
